,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
TNFAIP8L2,ENSG00000163154,149,False,0.46796600429002827,1.3577391941266603,-0.5096174
SCNM1,ENSG00000163156,175,False,0.5163396205739048,1.1896052345886978,-0.72058016
VPS72,ENSG00000163159,86,True,0.31972830878902403,2.54214715904601,2.01394
PSMD4,ENSG00000159352,383,False,1.0481034039763342,2.368518372512048,0.4371861
PI4KB,ENSG00000143393,60,True,0.2527796548574412,2.6338158414941235,2.1831858
PSMB4,ENSG00000159377,254,False,0.7405739651514213,2.0038522947563346,0.13683103
POGZ,ENSG00000143442,56,False,0.18297552843129286,1.215421329608824,-0.43555972
SNX27,ENSG00000143376,56,False,0.1657371587206445,1.0733070324916427,-0.6979417
MRPL9,ENSG00000143436,160,True,0.5944181814569214,3.2068618873881087,1.8105328
THEM4,ENSG00000159445,59,True,0.27093358703803344,3.2908875712734194,3.3963203
S100A10,ENSG00000197747,737,False,2.365301865286416,2.4606725771861164,0.04399932
S100A11,ENSG00000163191,676,False,2.5398408663325394,2.8691587798597387,0.3682605
S100A9,ENSG00000163220,463,False,3.4755802504116953,5.056565327173324,3.308032
S100A12,ENSG00000163221,60,True,0.3221927142199115,2.8792364856921044,2.6362996
S100A8,ENSG00000143546,352,True,2.730006601868482,4.396835205342962,2.5695238
S100A6,ENSG00000197956,817,False,3.1724436528615887,2.933271758125925,1.3475673
S100A4,ENSG00000196154,846,False,3.726078332988995,3.191565290252141,0.96601427
CHTOP,ENSG00000160679,127,False,0.37377724991040306,1.1117102455428003,-0.62703884
SNAPIN,ENSG00000143553,161,False,0.5103606975302504,1.2891147249444717,-0.59572256
ILF2,ENSG00000143621,255,False,0.761341770486721,1.5642434884807548,-0.46131942
SLC27A3,ENSG00000143554,54,False,0.18076083834723392,1.255958448771532,-0.3607171
GATAD2B,ENSG00000143614,44,False,0.15154375310061152,1.2189742801857766,-0.429
DENND4B,ENSG00000198837,60,False,0.19918165659262635,1.1984170834409476,-0.46695423
SLC39A1,ENSG00000143570,107,True,0.39543824861161897,3.032552019979999,1.591821
JTB,ENSG00000143543,517,False,1.3197482980203505,1.8077938135246752,-0.45946428
RPS27,ENSG00000177954,894,False,4.120310986950747,2.883683913288326,-0.0444921
TPM3,ENSG00000143549,593,False,1.590798818756846,2.390228052834379,0.42408535
C1orf43,ENSG00000143612,305,False,0.8639250175876467,1.4608595852414084,-0.60198796
UBAP2L,ENSG00000143569,61,False,0.19836823771259257,1.2241048789399083,-0.4195275
HAX1,ENSG00000143575,275,True,0.8243614351179815,3.1465992228673105,1.6917012
IL6R,ENSG00000160712,88,False,0.267504239060675,1.1149676265075898,-0.62102485
ADAR,ENSG00000160710,217,False,0.6989700221365126,2.126253851069949,0.3033758
PMVK,ENSG00000163344,217,True,0.721915947491924,2.9484761342755275,1.4221264
PBXIP1,ENSG00000163346,180,False,0.59188061352522,1.5407835776310517,-0.27994606
CKS1B,ENSG00000173207,92,False,0.2926126698972349,1.2686589553082999,-0.33726844
FLAD1,ENSG00000160688,59,False,0.1985806199316833,1.2608269355566444,-0.3517285
ZBTB7B,ENSG00000160685,53,False,0.18104459156368444,1.300694271759742,-0.27812248
SLC50A1,ENSG00000169241,72,False,0.24171633782579874,1.3303061828222107,-0.22345077
DPM3,ENSG00000179085,77,False,0.249711513269985,1.2085913107385156,-0.4481698
KRTCAP2,ENSG00000163463,369,False,1.0064681374739748,1.2456656426485455,-1.0518079
MTX1,ENSG00000173171,61,False,0.2067143789148754,1.345204269830531,-0.1959448
SCAMP3,ENSG00000116521,108,False,0.3485180892846834,1.2705523014304867,-0.3337728
FDPS,ENSG00000160752,179,False,0.5984536296066931,2.1130734330638252,0.43812335
ASH1L,ENSG00000116539,47,False,0.16139570399867206,1.2668915259310478,-0.34053162
YY1AP1,ENSG00000163374,74,False,0.2527387906951807,1.3375200540407188,-0.21013197
DAP3,ENSG00000132676,209,False,0.5998989256045768,1.2311986049498966,-0.6683917
GON4L,ENSG00000116580,83,False,0.26944673960855675,1.2392978931286371,-0.39147702
RIT1,ENSG00000143622,45,False,0.15465379077600264,1.3870376250591891,-0.11870895
ARHGEF2,ENSG00000116584,109,True,0.39543845332753114,3.0638352673873794,1.631073
SSR2,ENSG00000163479,655,False,1.7889964813794554,2.4774273603463968,0.3879811
LAMTOR2,ENSG00000116586,300,False,0.9278399520671705,2.406176522431375,0.48712388
LMNA,ENSG00000160789,82,False,0.33749082281126386,1.7214533245447061,0.49871418
SEMA4A,ENSG00000196189,75,False,0.20165366713943897,0.9995189631892858,-0.83417475
PMF1,ENSG00000160783,184,False,0.5378416994577844,1.172806980577846,-0.74165744
C1orf85,ENSG00000198715,42,False,0.13589477258441446,1.1738834835875147,-0.51225
CCT3,ENSG00000163468,257,False,0.7521645751444613,1.3445767827199844,-0.7602073
MEF2D,ENSG00000116604,46,False,0.16937901702461136,1.7352607368873767,0.52420646
APOA1BP,ENSG00000163382,138,False,0.43077481451116917,1.2742443223184994,-0.6143809
GPATCH4,ENSG00000160818,48,True,0.29974929237717146,4.003394347150335,4.7118034
ISG20L2,ENSG00000143319,69,False,0.2251791278299935,1.210461929158866,-0.44471613
MRPL24,ENSG00000143314,116,False,0.36348594607103585,1.2603404999369605,-0.3526266
HDGF,ENSG00000143321,87,False,0.2972514167193523,1.3776904766079507,-0.13596635
PRCC,ENSG00000143294,66,False,0.20348773388618113,1.158536398853207,-0.5405849
SH2D2A,ENSG00000027869,69,False,0.2856878884789797,1.5910916172142375,0.2580307
CD1D,ENSG00000158473,94,False,0.32912500936094735,1.4144921688738186,-0.06802033
CD1C,ENSG00000158481,45,True,0.2120354041241816,1.8126304256161092,0.66705215
MNDA,ENSG00000163563,222,False,0.7869035978878326,2.0409087940736637,0.18725169
PYHIN1,ENSG00000163564,67,False,0.2751486171892159,1.4827790040080613,0.058055904
IFI16,ENSG00000163565,229,False,0.721540265313988,1.4421244299281792,-0.6274798
DUSP23,ENSG00000158716,145,False,0.4914437535674441,1.9035340046373606,0.17520787
TAGLN2,ENSG00000158710,609,False,1.6975606280024806,1.729557890679659,-0.9005497
IGSF8,ENSG00000162729,53,False,0.18355645830127548,1.2885836437893452,-0.300482
PEA15,ENSG00000162734,51,False,0.1698702526678706,1.251615040106024,-0.3687362
DCAF8,ENSG00000132716,72,True,0.35154838668162103,3.806882417929258,4.3489885
PEX19,ENSG00000162735,66,True,0.3084559850861664,3.5212802760383504,3.8216887
COPA,ENSG00000122218,80,False,0.269884681016841,1.3193248859494844,-0.24372524
NCSTN,ENSG00000162736,68,False,0.21601291885905652,1.2363135776167957,-0.3969869
SLAMF6,ENSG00000162739,57,False,0.22375141032885856,1.4419579354589258,-0.01731099
CD84,ENSG00000066294,68,True,0.2826513785439138,2.1416862357962883,1.2745794
CD48,ENSG00000117091,770,False,2.119342638993826,2.4898971806198116,0.16127181
LY9,ENSG00000122224,95,False,0.33612900443764937,1.3435584423243159,-0.19898345
CD244,ENSG00000122223,53,False,0.19659288492512653,1.3679080410614062,-0.15402742
TSTD1,ENSG00000215845,212,False,0.6688615598466322,1.3276462835697675,-0.78324366
ARHGAP30,ENSG00000186517,213,True,0.6665872885493123,2.402285870823255,0.6789567
PFDN2,ENSG00000143256,252,True,0.8010498981018782,3.4303238752884115,2.077749
NIT1,ENSG00000158793,59,False,0.1871240196821979,1.1503514504670265,-0.55569655
DEDD,ENSG00000158796,45,True,0.23683315740936048,3.7437491390726176,4.232427
UFC1,ENSG00000143222,456,False,1.203545276306506,1.3089096648742702,-1.2611501
B4GALT3,ENSG00000158850,81,False,0.2726524628843371,1.339516486855163,-0.206446
NDUFS2,ENSG00000158864,243,False,0.7198072227440945,1.845214789211892,-0.0790179
FCER1G,ENSG00000158869,498,True,2.6665384649819077,3.2209999344590092,0.87523633
SDHC,ENSG00000143252,279,False,0.7736428019332225,1.2120159477030972,-0.9405752
FCGR2A,ENSG00000143226,156,False,0.5439955225093474,1.5930649057991277,-0.2143471
FCGR3A,ENSG00000203747,295,True,1.8662122342394054,3.1660344808099494,1.5744067
DUSP12,ENSG00000081721,57,False,0.20730410510961636,1.3370814113938057,-0.21094182
UHMK1,ENSG00000152332,53,False,0.19119164731721938,1.329291952421234,-0.2253233
UAP1,ENSG00000117143,52,False,0.17204285594165492,1.2255148629929677,-0.4169243
MGST3,ENSG00000143198,268,False,0.771080759105806,1.249410819282591,-0.88969415
ALDH9A1,ENSG00000143149,132,False,0.44510269983179374,1.4730395107979444,-0.36494657
TMCO1,ENSG00000143183,236,False,0.7073480807847468,1.363671007083254,-0.7342269
CD247,ENSG00000198821,272,False,1.0881674237835977,2.264744822598347,0.29957393
CREG1,ENSG00000143162,112,False,0.3638406054723054,1.28601092104316,-0.30523196
RCSD1,ENSG00000198771,245,False,0.7462208642355287,1.6905011616422754,-0.28952783
MPC2,ENSG00000143158,203,False,0.5887792142671173,1.2171897798302738,-0.685969
TIPRL,ENSG00000143155,87,False,0.2882061961432459,1.2882036804976087,-0.30118352
SFT2D2,ENSG00000213064,52,False,0.1563866190156191,1.1407545629041094,-0.57341504
XCL2,ENSG00000143185,60,True,0.4833916949007134,2.987914132087392,1.5358124
SELL,ENSG00000188404,434,False,1.436514200694736,2.4437010555254965,0.5268147
PRRC2C,ENSG00000117523,219,False,0.6367618797161508,1.2041852747761865,-0.7022861
PIGC,ENSG00000135845,112,False,0.37626025410628516,1.359713872707393,-0.16915609
PRDX6,ENSG00000117592,370,False,1.0027408754869638,1.2710330543894799,-1.0181687
RABGAP1L,ENSG00000152061,147,False,0.4737900890513891,1.3660534380416138,-0.49918523
CACYBP,ENSG00000116161,246,True,0.7759335553610062,2.8549569424333647,1.2948803
MRPS14,ENSG00000120333,102,False,0.33171035497533535,1.312635062552972,-0.25607648
KIAA0040,ENSG00000235750,63,True,0.3133598392684111,3.685554861017957,4.1249847
RFWD2,ENSG00000143207,63,False,0.19756143691069558,1.182926328542249,-0.49555442
TOR3A,ENSG00000186283,99,False,0.3092707879428211,1.2401669253381535,-0.38987255
SOAT1,ENSG00000057252,47,False,0.1540899954398788,1.196157157737786,-0.47112668
TOR1AIP1,ENSG00000143337,76,False,0.2655568193510674,1.377038966607346,-0.13716921
CEP350,ENSG00000135837,53,False,0.16369672157503148,1.1103307119583832,-0.62958586
QSOX1,ENSG00000116260,47,False,0.1544794535766533,1.1988467656152135,-0.46616092
ACBD6,ENSG00000135847,80,False,0.24240737986075186,1.1381701372825088,-0.57818663
MR1,ENSG00000153029,52,False,0.19514249538266876,1.691565431944384,0.44353294
IER5,ENSG00000162783,83,False,0.28307958239964587,1.3246465723894385,-0.23389995
GLUL,ENSG00000135821,200,False,0.6291132388297972,1.4428287695346018,-0.40285292
NPL,ENSG00000135838,59,False,0.19940196400166896,1.2731641684133197,-0.32895058
DHX9,ENSG00000135829,85,True,0.418657468969065,4.246237085518596,3.1146684
NCF2,ENSG00000116701,296,False,1.0589965633332277,2.3477533898381324,0.40965006
ARPC5,ENSG00000162704,640,True,1.8126489451428118,2.841205601555736,1.0147475
TSEN15,ENSG00000198860,92,False,0.2956609795558759,1.2671335148252496,-0.34008485
RNF2,ENSG00000121481,46,False,0.1478641412693964,1.21755140310341,-0.431627
IVNS1ABP,ENSG00000116679,92,False,0.2967229138686734,1.2191091572919635,-0.428751
TPR,ENSG00000047410,175,False,0.5870496823234346,1.8079405570622487,0.055263884
RGS18,ENSG00000150681,51,False,0.18938819782340177,1.6224360639014375,0.31590116
RGS1,ENSG00000090104,121,True,0.6402173031503362,3.772525108916238,2.5202875
RGS2,ENSG00000116741,388,False,1.3601003770177449,2.0024012757232303,-0.14673826
UCHL5,ENSG00000116750,55,False,0.1975957330127051,1.388921989941223,-0.1152299
TROVE2,ENSG00000116747,98,False,0.3483267862474181,1.3976490396958494,-0.09911737
CDC73,ENSG00000134371,60,False,0.19663474107448706,1.2121699225781353,-0.4415627
NEK7,ENSG00000151414,71,False,0.23968060250226506,1.3193264452828417,-0.24372236
PTPRC,ENSG00000081237,507,False,1.3517402790980986,1.5167708882092739,-0.9271259
CSRP1,ENSG00000159176,107,False,0.3214715161351903,1.1366900018917179,-0.5809193
IPO9,ENSG00000198700,48,False,0.14952836910423195,1.1903511259949764,-0.48184618
TIMM17A,ENSG00000134375,111,True,0.530023380875171,4.20589362712564,3.064048
RNPEP,ENSG00000176393,153,False,0.4784337895297748,1.7278907292495254,-0.045177054
ARL8A,ENSG00000143862,48,False,0.16142491302900644,1.2263920066942604,-0.41530484
PTPN7,ENSG00000143851,97,True,0.4655885513495543,3.6892039532397156,2.415742
RABIF,ENSG00000183155,86,False,0.2914796408452533,1.3767388409120802,-0.13772333
ADIPOR1,ENSG00000159346,172,False,0.5311193841864641,1.5449562946955004,-0.27471042
CYB5R1,ENSG00000159348,50,False,0.1541323860517201,1.158480587448426,-0.540688
TMEM183A,ENSG00000163444,105,False,0.329315901592152,1.2570785609198425,-0.35864905
BTG2,ENSG00000159388,369,False,1.1028836362789594,1.5459182884798064,-0.6536485
ATP2B4,ENSG00000058668,44,False,0.16552248094108377,1.3948165835865465,-0.10434686
ZC3H11A,ENSG00000058673,52,False,0.16438926682215407,1.15159279109416,-0.5534047
SNRPE,ENSG00000182004,188,False,0.5867282138983319,1.3319291880444517,-0.54200196
MDM4,ENSG00000198625,79,False,0.26017692147941296,1.2687650316178296,-0.3370726
NUCKS1,ENSG00000069275,218,False,0.6483612406746776,1.2888357194548135,-0.8360509
RAB7L1,ENSG00000117280,99,False,0.31910095047155224,1.2538901030005656,-0.3645358
IKBKE,ENSG00000143466,67,False,0.21978206918065943,1.2864750776614102,-0.304375
RASSF5,ENSG00000136653,241,False,0.7231734147743392,1.3425817103625755,-0.76292187
EIF2D,ENSG00000143486,64,False,0.21528577705858762,1.3344770441978617,-0.2157502
MAPKAPK2,ENSG00000162889,44,False,0.1421686070107532,1.1608304919928893,-0.53634936
FAIM3,ENSG00000162894,188,False,0.6353511488231897,1.5290751558579025,-0.29463696
CD55,ENSG00000196352,274,True,0.8755772435631727,2.4524021775308786,0.7471471
CD46,ENSG00000117335,109,False,0.3422829377010226,1.2274038725984011,-0.41343665
G0S2,ENSG00000123689,99,True,0.5647078060530933,2.506173741448874,0.93135816
TRAF3IP3,ENSG00000009790,532,True,1.506769796076928,2.686941448820084,0.9941145
TRAF5,ENSG00000082512,50,False,0.17028448847665817,1.2525129217509183,-0.36707845
PPP2R5A,ENSG00000066027,78,False,0.25917716050415707,1.311894005625953,-0.25744468
NENF,ENSG00000117691,175,True,0.6026092098497707,3.0160362587518796,1.5710981
ATF3,ENSG00000162772,100,False,0.3225359166334874,1.2606630134702468,-0.35203117
BATF3,ENSG00000123685,56,False,0.18931522684221772,1.3235609520861866,-0.2359043
NSL1,ENSG00000117697,118,False,0.3429365468279823,1.1406182314750393,-0.57366675
TATDN3,ENSG00000203705,48,False,0.17467256664631012,1.6989160806274497,0.45710424
LYPLAL1,ENSG00000143353,58,False,0.2065192636336199,1.56045748844733,0.2014717
EPRS,ENSG00000136628,93,False,0.3245158466044112,1.3517884921263355,-0.18378852
IARS2,ENSG00000067704,58,False,0.18419664203726888,1.1940002407423547,-0.47510892
MIA3,ENSG00000154305,53,False,0.17992038143822697,1.2844216921937894,-0.30816612
CAPN2,ENSG00000162909,298,False,0.8917756822636883,2.239303556974266,0.45719603
DEGS1,ENSG00000143753,164,True,0.5773558216533565,2.7562661845929983,1.2451568
CNIH4,ENSG00000143771,110,True,0.4750220339975341,4.127225753838819,2.965341
LBR,ENSG00000143815,117,False,0.3961831331705598,1.3315192209900415,-0.54251635
SRP9,ENSG00000143742,398,False,1.1084003880150488,1.637691692084836,-0.5319495
TMEM63A,ENSG00000196187,43,False,0.17463880817682736,1.501245941324426,0.092150934
PYCR2,ENSG00000143811,103,False,0.34612550795657776,1.372723962474297,-0.1451359
H3F3A,ENSG00000163041,512,False,1.3873063246075374,1.3399021069148345,-1.2113466
PARP1,ENSG00000143799,131,False,0.4318874365617915,1.3528579160417387,-0.51574206
ITPKB,ENSG00000143772,46,False,0.14731331012382812,1.206449282499045,-0.45212457
ADCK3,ENSG00000163050,47,False,0.15690181728879984,1.3013565150344286,-0.27689978
SNAP47,ENSG00000143740,50,False,0.17340109104005852,1.258879780210965,-0.3553235
ARF1,ENSG00000143761,541,False,1.4523954456310835,1.9832297992233596,-0.35781696
C1orf35,ENSG00000143793,89,False,0.2934173514690866,1.3308270694170061,-0.22248906
MRPL55,ENSG00000162910,225,False,0.685553346043879,1.396113854787437,-0.69008374
GUK1,ENSG00000143774,565,False,1.5162400825398192,2.2396424907463697,0.13478877
TRIM11,ENSG00000154370,59,True,0.21816208641171986,1.7804889196106548,0.60771006
RNF187,ENSG00000168159,196,False,0.5944671054368403,1.3239457383051474,-0.55201906
RAB4A,ENSG00000168118,166,False,0.4862870547178404,1.1625020374558945,-0.75458735
COG2,ENSG00000135775,48,False,0.17159041683213982,1.3073570679178972,-0.26582113
C1orf131,ENSG00000143633,82,False,0.27999866699249126,1.3023058764413433,-0.27514702
GNPAT,ENSG00000116906,76,True,0.3575894081848212,3.845781544255149,4.420807
SPRTN,ENSG00000010072,46,True,0.2365490635000441,3.494169296905988,3.7716343
EGLN1,ENSG00000135766,75,False,0.2270462662805048,1.1247511658033131,-0.6029617
TSNAX,ENSG00000116918,131,False,0.4328129122694125,1.373248815999304,-0.49015698
NTPCR,ENSG00000135778,63,False,0.20741967049792517,1.243181011433834,-0.38430774
COA6,ENSG00000168275,119,True,0.4611843642598209,3.1633893389884884,1.7559865
TARBP1,ENSG00000059588,46,False,0.15720591752974386,1.2715974744444123,-0.33184314
IRF2BP2,ENSG00000168264,140,False,0.441707502646653,1.2735934857893842,-0.61519754
TOMM20,ENSG00000173726,303,False,0.881660136207951,1.3446029258142596,-0.7601717
ARID4B,ENSG00000054267,162,True,0.5914436927894177,3.173327409977363,1.7684561
GGPS1,ENSG00000152904,106,False,0.36591211909232624,1.6188980923857679,0.3093691
LYST,ENSG00000143669,202,False,0.6368683498472659,1.3610849842851929,-0.5054193
LGALS8,ENSG00000116977,93,False,0.29909251842045403,1.2444469580990025,-0.38197044
FH,ENSG00000091483,72,True,0.35001312621738884,3.6648166114274474,4.086696
OPN3,ENSG00000054277,47,False,0.15578400614150778,1.2170998966397686,-0.43246064
SDCCAG8,ENSG00000054282,80,True,0.3364807687160193,3.317019996052634,3.4445682
ADSS,ENSG00000035687,140,False,0.42317710145769216,1.2452390136839644,-0.6507748
COX20,ENSG00000203667,101,False,0.3292558253301764,1.3696405212365164,-0.15082878
HNRNPU,ENSG00000153187,311,False,0.8813359590984279,1.4048669541947971,-0.6781739
EFCAB2,ENSG00000203666,60,False,0.20282115783263158,1.3138797605474826,-0.25377843
SMYD3,ENSG00000185420,45,False,0.16742546080815787,1.3763031251320532,-0.13852778
CNST,ENSG00000162852,42,False,0.16299444311489644,1.4507262351587074,-0.0011223021
SCCPDH,ENSG00000143653,77,False,0.2518555560737073,1.2314941402963953,-0.4058849
NLRP3,ENSG00000162711,49,False,0.16513235227889492,1.2986048438577886,-0.28198013
SH3YL1,ENSG00000035115,90,False,0.3339967384005103,1.4474848476962403,-0.0071067926
ACP1,ENSG00000143727,288,False,0.8318695430453213,1.2636492203703076,-0.87032074
TMEM18,ENSG00000151353,78,True,0.3461319110104574,3.522468206367512,3.8238819
TSSC1,ENSG00000032389,77,True,0.3325936916984595,3.326034131265535,3.4612107
TRAPPC12,ENSG00000171853,83,False,0.24997865429409172,1.127542596067969,-0.597808
